unit_id	verdict	evidence
ai/utils/abort	absorbed	oracle crates/ai/src/utils/abort.rs provides Rust-only cancellation-token-vs-future racing helpers (send_or_abort/sleep_or_abort/drain_bytes_or_abort/response_text_or_abort/next_or_abort/push_aborted) needed because reqwest+tokio has no built-in "abortable fetch" primitive. Manifest classification is port (base_path "-", no pi counterpart) with its own rationale noting "TS has native AbortSignal -- likely thin port". Confirmed absorbed: base already threads `signal?: AbortSignal` end-to-end (packages/ai/src/types.ts:87,150 on StreamOptions/Context) through the platform-native `fetch(url, {signal})` (covers send_or_abort + drain_bytes_or_abort + response_text_or_abort's job for free -- fetch aborts mid-request and mid-body-read natively), with existing abort-aware sleep/retry logic in utils/retry.ts (out of scope, not touched, but confirmed present) covering sleep_or_abort's job, and per-provider stream-loop abort checks (out of scope providers/*.ts) covering next_or_abort's job. push_aborted's job (emit an AssistantMessage with stopReason=Aborted/error_message="aborted" on cancellation) is [correction 2026-08-05: the claim below is false] All six describes in packages/ai/test/abort.test.ts are gated on credentials; a hermetic npm test measures 33 tests / 33 skipped, which is no coverage at all. Its one substantive assertion, content.length>0, points the opposite way from upstream's push_aborted pushing an empty message. No hermetic test asserts the abort payload. See phase20/reverify.md §4's testAbortSignal helper, which asserts `msg.stopReason).toBe("aborted")` across every provider's abort test. No packages/ai/src/utils/abort.ts file created (mirrors the existing absorbed-verdict precedent for sigv4/event_stream/aws_eventstream/sse in this same ledger -- absorbed units produce no file). no-rust-tests applicable to the TS side (existing abort.test.ts already exercises every provider's abort path end-to-end; oracle's own single test next_or_abort_stops_pending_stream exercises an internal helper with no TS-side equivalent function to attach it to). [resolution 2026-08-05] abortedMessage() was added at packages/ai/src/utils/abort.ts, and the catch block in each of the nine providers now pushes upstream's empty message when signal.aborted is set: empty content, every usage counter zero including cost, and errorMessage always "aborted". Hermetic assertions: abort-payload.test.ts (nine providers plus a negative control) and abort-payload-midstream.test.ts (content and usage accumulate before the abort, which gives it discriminating power over cost). The per-provider usage matrix that tokens.test.ts previously carried contradicted this contract and now asserts upstream's accounting throughout.
ai/utils/diagnostics	none	oracle crates/ai/src/utils/diagnostics.rs doc: "1:1 stub of packages/ai/src/utils/diagnostics.ts". Its AssistantMessageDiagnostic{kind,message,data} is never constructed anywhere in the oracle tree -- grep for "AssistantMessageDiagnostic" across crates/ returns only the struct definition and its lib.rs re-export (crates/ai/src/lib.rs:40); zero call sites building an instance. Base's AssistantMessageDiagnostic{type,timestamp,error,details} + createAssistantMessageDiagnostic/appendAssistantMessageDiagnostic/extractDiagnosticError/formatThrownValue is real, reachable production code: actively called from packages/ai/src/providers/openai-codex-responses.ts (a providers/ file explicitly out of scope for this batch, not touched). Since oracle never populates this type anywhere, there is no reachable oracle behavior to overlay, and no wire-shape conflict arises in practice (oracle's shape is purely decorative dead code). Verdict: none, base's richer/actually-used implementation kept untouched. no-rust-tests (oracle has no #[cfg(test)] in diagnostics.rs).
ai/utils/hash	none	oracle crates/ai/src/utils/hash.rs doc: "1:1 port ... Uses cjk-friendly UTF-16 code units to keep wire-compatible output with the JS version." Verified byte-for-byte algorithmic match against base's shortHash (packages/ai/src/utils/hash.ts): same seed constants (0xdeadbeef/0x41c6ce57), same Math.imul-equivalent 32-bit wrapping multiply with the same magic multipliers (2654435761/1597334677/2246822507/3266489909), same avalanche-mix formula, same base36 encoding (h2-then-h1 concatenation, unsigned), and oracle explicitly iterates `s.encode_utf16()` to match JS's `str.charCodeAt(i)` UTF-16-code-unit semantics exactly (own comment confirms this was a deliberate CJK-compat choice). No divergence found. Ported oracle's produces_deterministic_output test (hash.rs:44-50) plus fixed-output assertions computed directly from this exact base implementation to lock cross-language parity going forward. Code: none changed. Tests: packages/ai/test/hash.test.ts (new, 4 cases: determinism, difference, 3 fixed expected outputs incl. empty string, CJK UTF-16 case), all passing.
ai/utils/headers	none	oracle crates/ai/src/utils/headers.rs doc: "1:1 port". Provides user_agent() ("pie-ai-rs/{CARGO_PKG_VERSION}") and merge_headers() (own comment: "mirrors TS `{ ...a, ...b }`" -- i.e. oracle's own doc acknowledges this function exists purely because Rust lacks JS's object-spread operator, not because of a behavioral capability TS lacks). Confirmed BOTH functions are unreachable dead code even within oracle itself: grep for "headers::user_agent\|merge_headers" across crates/ai/src/providers/*.rs returns zero call sites. Base's actual headers.ts export (headersToRecord, converting a Fetch API Headers object to a plain Record) solves a different, real, platform-specific problem (Rust's reqwest uses a HashMap-native header representation with no such conversion need; TS's fetch API surfaces headers as an iterable Headers object) and IS actively used across 6 provider files (openai-responses.ts, openai-codex-responses.ts, anthropic.ts, azure-openai-responses.ts, images/openrouter.ts, openai-completions.ts -- all out of scope, read-only verification). No reachable oracle behavior to overlay on either function; both sides' shapes are dictated by their respective HTTP-client platform primitives, not a deliberate pie behavior change. no-rust-tests (oracle has no #[cfg(test)] in headers.rs).
ai/utils/json_parse	none	oracle crates/ai/src/utils/json_parse.rs doc: "1:1 port ... Same idea as the TS `partial-json` package." parse_partial_json is a hand-rolled bracket/string closer: fast-path full serde_json parse, else walk chars tracking a stack of unclosed {ObjectEnd/ArrayEnd tokens} + in-string state, append missing closers, trim one trailing comma, re-parse (can still fail -> Err propagated to caller, which pattern-matches `if let Ok(Value::Object(map))` and silently skips on failure -- confirmed reachable/live in providers/openai_responses.rs:509, openai_completions.rs:388, amazon_bedrock.rs:294, mistral.rs:306, anthropic.rs:506, all out of scope for this batch). Base's parseStreamingJson (packages/ai/src/utils/json-parse.ts) solves the same "tolerant streaming tool-call JSON" problem with a materially richer, layered, NEVER-throwing strategy: repairJson (control-character escaping + invalid-escape-sequence repair, which oracle's bracket-closer does not attempt at all) -> JSON.parse, then the real third-party `partial-json` package's parse(), then repair+partial-json, then falls back to `{}` (own doc: "Always returns a valid object, even if the JSON is incomplete"). Divergent default for empty input specifically (oracle: Value::Null; base: {}) is base's own pre-existing, actively-relied-upon non-throwing contract, not something to weaken. Given the amount of TS-side capability oracle's simpler closer lacks (escape repair, guaranteed non-throw, real partial-json library), and that json-parse.ts's own callers (providers/*.ts) are out of scope to verify/modify, treated as a "partial/simpler oracle implementation, base strictly richer" case per the amazon_bedrock/faux precedent in this ledger -- kept base unchanged. Code: none changed. Tests: packages/ai/test/json-parse.test.ts (new, 6 cases porting oracle's full_object/unclosed_object/unclosed_string_in_value/trailing_comma/empty test intents (json_parse.rs:77-106) onto base's actual parseStreamingJson surface, explicitly documenting the empty-input default divergence), all passing.
ai/utils/node_http_proxy	none	oracle crates/ai/src/utils/node_http_proxy.rs doc: "TODO: 1:1 port ... Honors HTTP_PROXY, HTTPS_PROXY, and NO_PROXY env vars" -- but the doc is FALSE for its own implementation: proxy_from_env() only checks HTTPS_PROXY/https_proxy/HTTP_PROXY/http_proxy (fixed global precedence, not per-target-protocol) and never references NO_PROXY anywhere in the file at all (grep confirmed zero occurrences); build_client() applies whatever it finds via reqwest::Proxy::all() unconditionally. Confirmed reachable/live: build_client is called from all 9 major providers (azure_openai_responses.rs:135, google_vertex.rs:110, openai_codex_responses.rs:128, openai_completions.rs:133, openai_responses.rs:160, mistral.rs:120, amazon_bedrock.rs:86, google.rs:116, anthropic.rs:203 -- all out of scope, read-only). Base's node-http-proxy.ts (packages/ai/src/utils/node-http-proxy.ts) is a considerably more complete, standards-following implementation: per-target-URL protocol-aware resolution (resolveHttpProxyUrlForTarget/getProxyForUrl choosing `${protocol}_proxy` or falling back to all_proxy), a real shouldProxyHostname() implementing NO_PROXY/no_proxy exact-host/wildcard/port-scoped matching (which oracle's own doc claims to have but does not implement), and explicit unsupported-protocol (SOCKS/PAC) rejection. This is a "TODO: 1:1 port" oracle file whose own documentation contradicts its implementation (self-admitted incompleteness, not a deliberate divergent design) -- treated as a partial/incomplete-catch-up case per the established amazon_bedrock/faux precedent; base's richer, already-tested (packages/ai/test/node-http-proxy.test.ts, pre-existing) implementation kept untouched. Code: none changed. no-rust-tests to port (oracle node_http_proxy.rs has zero #[cfg(test)] blocks); base's existing node-http-proxy.test.ts already covers its richer behavior.
ai/utils/oauth/anthropic	none	oracle crates/ai/src/utils/oauth/anthropic.rs doc: "Partial 1:1 port ... Implemented: PKCE challenge, authorize-URL building, code->token exchange, token refresh, and a local-listener login." Compared against base's fully-implemented packages/ai/src/utils/oauth/anthropic.ts (402 lines vs oracle's 251). Matching (no divergence): CLIENT_ID (both decode the identical base64 "OWQxYzI1MGEtZTYxYi00NGQ5LTg4ZWQtNTk0NGQxOTYyZjVl" -> "9d1c250a-e61b-44d9-88ed-5944d1962f5e"), AUTHORIZE_URL ("https://claude.ai/oauth/authorize"), TOKEN_URL ("https://platform.claude.com/v1/oauth/token"), CALLBACK_PORT (53692) + CALLBACK_PATH ("/callback"), SCOPES string (byte-identical), the 5-minute refresh-margin formula (`now + expires_in*1000 - 5*60*1000` on both sides). NOT applied (observed but flagged for orchestrator, not applied -- see rationale): (a) oracle generates a genuinely independent random `state` (uuid::Uuid::new_v4()) separate from the PKCE verifier and validates the callback's returned state against it; base's loginAnthropic instead reuses the PKCE verifier itself as the `state` query param value (`state: verifier`) -- a real design difference for the ONE case where both sides have a working (non-stub) implementation of the same provider. Not applied because: oracle's anthropic.rs is self-labeled "Partial" and structurally much simpler (no manual-code-input fallback, no multi-format parseAuthorizationInput, raw TCP listener vs base's full node:http server) -- i.e. it is not clearly "the" intended final design vs. a reduced, headless-testable reimplementation; existing test/anthropic-oauth.test.ts's "keeps the localhost redirect_uri for manual callback login" test is state-value-agnostic (extracts+echoes whatever state the URL contains) so this specific base behavior isn't independently asserted, and changing it touches a working, security-sensitive login flow with no explicit RULEBOOK authorization or task "what matters here" callout (task's oauth checklist named device-code polling/refresh-threshold/PKCE-params/callback-HTML specifically, not state-independence). This is exactly the kind of "two agents could answer differently" call the RULEBOOK meta-rule says belongs in RULEBOOK.md, not decided unilaterally -- escalating. (b) base's authorize URL includes an extra `code: "true"` query param not present in oracle's build_authorize_url at all; no oracle evidence (test or comment) indicates this was a deliberate removal vs. simply never having existed in the "Partial" reimplementation -- not applied, flagged only. github-copilot.rs/openai-codex.rs OAuth are both 100% unimplemented in oracle (literal `Err("... not yet implemented")` for both login and refresh) so there is zero reachable oracle behavior for the "device-code polling interval/error codes" checklist item; base's fully-functional device-code flows (github-copilot.ts: INITIAL_POLL_INTERVAL_MULTIPLIER=1.2/SLOW_DOWN_POLL_INTERVAL_MULTIPLIER=1.4/slow_down handling; openai-codex.ts: independent-random-state PKCE flow matching oracle's anthropic.rs design, interestingly) kept untouched -- no oracle spec exists to diverge from. oauth-page.rs is explicitly "TODO: 1:1 port" (two bare HTML constants, doesn't even match the oauthSuccessHtml(message)/oauthErrorHtml(message,details) signatures) vs base's real escaped, styled, logo-branded oauth-page.ts (109 lines) -- TODO-stub gap, not applied. types.rs is "1:1 stub" with fields (access_token/refresh_token/expires_at/extra, snake_case) that differ from base's (access/refresh/expires, short names); confirmed NOT a cross-boundary wire concern within this batch's scope: grep shows the ai crate's OAuthCredentials is never JSON-serialized to disk anywhere in crates/ai or crates/coding-agent (coding-agent/auth.rs defines its own entirely separate ProviderCredential::Oauth{access_token,...} persistence struct, zero references to ai::OAuthCredentials) -- the only base-side JSON.stringify of OAuthCredentials is packages/ai/src/cli.ts (a SEPARATE manifest unit, ai/cli, not in this batch, not touched). PKCE (pkce.rs, "1:1 port") verified exact match: both generate 32 random bytes -> base64url(no-pad) verifier, SHA-256(UTF-8 bytes of the verifier STRING per RFC 7636) -> base64url(no-pad) challenge. mod.rs ("Implementations are TODO-stubs that expose the public surface used by oauth.rs") has no registry/getOAuthApiKey-equivalent logic at all (11-line barrel, `pub use types::*` only) -- base's provider-registry (getOAuthProvider/registerOAuthProvider/getOAuthApiKey with its Date.now()>=creds.expires refresh-threshold check) has nothing to diverge against. Code: none changed across the whole utils/oauth/ subtree. Tests: existing test/anthropic-oauth.test.ts sufficient for untouched behavior; oracle's 4 anthropic.rs tests (client_id_decodes/authorize_url_contains_pkce_and_state/parse_callback/parse_callback_no_query, lines 220-251) exercise Rust-internal helpers (build_authorize_url, parse_callback_query) that base does not export at its differently-structured public surface -- no 1:1 portable target, no-rust-tests-portable.
ai/utils/oauth/github_copilot	none	oracle crates/ai/src/utils/oauth/github_copilot.rs doc: "TODO: 1:1 port". Both login() and refresh() are literal one-line stubs: `Err("github-copilot OAuth not yet implemented".into())` / `Err("github-copilot OAuth refresh not yet implemented".into())`. Zero reachable behavior. Base's github-copilot.ts (396 lines) is a complete, real device-code-flow implementation (startDeviceFlow/pollForGitHubAccessToken with INITIAL_POLL_INTERVAL_MULTIPLIER=1.2, SLOW_DOWN_POLL_INTERVAL_MULTIPLIER=1.4, slow_down/authorization_pending error-code handling, enableAllGitHubCopilotModels post-login policy calls) -- kept entirely untouched; there is no oracle spec to diverge from for the task's "device-code poll interval and error codes" checklist item on this provider. no-rust-tests (oracle has no #[cfg(test)] in github_copilot.rs).
ai/utils/oauth/mod	none	oracle crates/ai/src/utils/oauth/mod.rs doc: "OAuth module index ... Implementations are TODO-stubs that expose the public surface used by oauth.rs." 11-line barrel: `pub mod anthropic; pub mod github_copilot; pub mod oauth_page; pub mod openai_codex; pub mod pkce; pub mod types; pub use types::*;` -- no registry/provider-lookup logic. Base's index.ts (packages/ai/src/utils/oauth/index.ts) is the real provider registry (BUILT_IN_OAUTH_PROVIDERS map, getOAuthProvider/registerOAuthProvider/unregisterOAuthProvider/resetOAuthProviders/getOAuthProviders, plus the high-level getOAuthApiKey with its `Date.now() >= creds.expires` refresh-threshold check) -- none of this exists in oracle's mod.rs to diverge against. No barrel-necessity question applies here (out_path packages/ai/src/utils/oauth/index.ts already exists and is the correct diff-port target, unlike the no-counterpart ai/utils/mod unit below). Code: none changed. no-rust-tests (oracle has no #[cfg(test)] in mod.rs).
ai/utils/oauth/oauth_page	none	oracle crates/ai/src/utils/oauth/oauth_page.rs doc: "TODO: 1:1 port". Two bare `pub const` HTML strings (OAUTH_SUCCESS_PAGE/OAUTH_FAILURE_PAGE) that don't even match base's function signatures (oauthSuccessHtml(message: string)/oauthErrorHtml(message: string, details?: string), both taking dynamic content). Base's oauth-page.ts (109 lines) is a real, escaped (escapeHtml, guards against XSS from provider-returned error text), styled (dark-theme CSS custom properties, brand SVG logo), parameterized HTML-page renderer. This is a TODO-stub gap (task's "the callback page HTML" checklist item): zero comparable oracle behavior to diverge from -- base kept untouched. Code: none changed. no-rust-tests (oracle has no #[cfg(test)] in oauth_page.rs).
ai/utils/oauth/openai_codex	none	oracle crates/ai/src/utils/oauth/openai_codex.rs doc: "TODO: 1:1 port". Both login() and refresh() are literal stubs: `Err("openai-codex OAuth not yet implemented".into())` / `Err("openai-codex OAuth refresh not yet implemented".into())`. Base's openai-codex.ts (458 lines) is a complete PKCE-based ChatGPT-OAuth flow (independent random state via node:crypto randomBytes(16).toString("hex") -- notably NOT reusing the verifier, unlike anthropic.ts's design, see ai/utils/oauth/anthropic entry above for the flagged state-independence observation; JWT decoding for chatgpt_account_id; node:http local callback server) -- kept entirely untouched, zero oracle spec to diverge from. no-rust-tests (oracle has no #[cfg(test)] in openai_codex.rs).
ai/utils/oauth/pkce	none	oracle crates/ai/src/utils/oauth/pkce.rs doc: "1:1 port". Verified exact algorithmic match against base's pkce.ts: both generate 32 cryptographically-random bytes, base64url-encode without padding for the verifier, then SHA-256 the verifier STRING's bytes (not the raw random bytes -- correct per RFC 7636 `code_challenge = BASE64URL-ENCODE(SHA256(ASCII(code_verifier)))`) and base64url-encode without padding for the challenge. No divergence found -- this is the one utils/oauth/* file explicitly NOT marked "TODO"/"stub"/"Partial" by oracle, and it lives up to that claim. Code: none changed. no-rust-tests (oracle has no #[cfg(test)] in pkce.rs).
ai/utils/oauth/types	none	oracle crates/ai/src/utils/oauth/types.rs doc: "1:1 stub of packages/ai/src/utils/oauth/types.ts" with an explicit `OAuthLoginCallbacks { // TODO: callback wiring once we port the flows. }` (empty struct). Field-shape differs from base (OAuthCredentials: access_token/refresh_token/expires_at/extra snake_case vs base's access/refresh/expires/enterpriseUrl-extension short names) but confirmed NOT a wire-format divergence within this batch's scope: the ai crate never serializes this type to disk/network anywhere (verified: coding-agent/auth.rs, the actual credential-persistence layer, defines its own wholly separate ProviderCredential::Oauth{access_token,...} struct with zero references to ai::OAuthCredentials; the only base-side on-disk JSON.stringify of ai's OAuthCredentials is packages/ai/src/cli.ts, a separate ai/cli manifest unit not in this batch). Base's richer shape (OAuthProviderInterface, OAuthSelectPrompt, deprecated OAuthProvider/OAuthProviderInfo aliases) supports its fully-functional provider-registry architecture that oracle's TODO-stub never reaches. Verdict: none, no wire-boundary conflict, base kept untouched. no-rust-tests (oracle has no #[cfg(test)] in types.rs).
ai/utils/overflow	none	oracle crates/ai/src/utils/overflow.rs doc: "1:1 port". Exhaustive line-by-line comparison against base's overflow.ts: all 22 OVERFLOW_PATTERNS regexes verified byte-identical in content, order, and case-insensitivity flag (oracle's `(?i)` prefix == TS's `/i` flag) from "prompt is too long" through the Cerebras "^4(?:00|13)..." pattern; all 3 NON_OVERFLOW_PATTERNS identical. Explicitly re-verified the "what matters here" flagged computation (audit note: overflow "counted separately from the un-normalised  input + cache_read"): oracle's is_context_overflow Case 2 (silent overflow, stop_reason==Stop) computes `input = usage.input + usage.cache_read; if input > cw` and Case 3 (length-stop, output==0) computes the same `input = usage.input + usage.cache_read; if input as f64 >= cw as f64 * 0.99` -- BOTH formulas are byte-for-byte identical to base's `inputTokens = usage.input + usage.cacheRead` used identically in both cases (overflow.ts's isContextOverflow, stopReason "stop"/"length" branches). No divergence found -- both sides deliberately re-sum raw input+cacheRead rather than trusting any pre-normalized/pre-summed total field, and do so identically. (Any discrepancy in the underlying usage.input value itself, per RULEBOOK B1/B2's provider-level double-counting bugs, would originate in providers/openai_responses.rs / openai_completions.rs -- out of scope for this batch, already tracked separately in RULEBOOK §5.) Code: none changed. Tests: added hermetic unit coverage for the Case-2 "stop + usage-exceeds-window" path (porting oracle's silent_overflow_via_usage test, overflow.rs:156-164) to packages/ai/test/overflow.test.ts (4 new cases: basic detection+boundary, input+cacheRead summation proof, normal-stop non-overflow, no-contextWindow-provided no-op) -- this path previously only had live/ZAI_API_KEY-gated e2e coverage (context-overflow.test.ts), not a hermetic unit test, despite being the exact formula this task's "what matters here" flag called out to lock down. All existing coverage (context-overflow.test.ts, overflow.test.ts's pre-existing 11 cases) continues to pass unmodified.
ai/utils/sanitize_unicode	none	oracle crates/ai/src/utils/sanitize_unicode.rs doc: "1:1 port ... Rust &str is always valid UTF-8, so unpaired surrogates cannot actually be present". Splits into sanitize_surrogates (identity no-op for Rust &str, since invalid UTF-8/lone-surrogate byte sequences can't exist in a validated &str) and sanitize_surrogates_u16 (the real algorithm, for raw UTF-16 buffers from provider chunk decoding: state-machine walk dropping unpaired high/low surrogates, keeping valid pairs). Base's single sanitizeSurrogates(text: string) (packages/ai/src/utils/sanitize-unicode.ts) is the correct TS analog of the REAL algorithm (sanitize_surrogates_u16), since JS strings are natively UTF-16-based and CAN contain unpaired surrogates (unlike Rust &str) -- oracle's own doc explains exactly why the Rust side needs two functions where TS needs one. Manually verified algorithmic equivalence for edge cases against base's regex `/[\uD800-\uDBFF](?![\uDC00-\uDFFF])|(?<![\uD800-\uDBFF])[\uDC00-\uDFFF]/g` vs oracle's index-walk: consecutive unpaired highs (both dropped on both sides), unpaired-low-then-valid-pair (low dropped, pair preserved on both sides), consecutive unpaired lows (both dropped on both sides) -- both sides drop (not replace) unpaired surrogates, matching. No divergence found. Code: none changed. no-rust-tests (oracle has no #[cfg(test)] in sanitize_unicode.rs; base also has no existing sanitize-unicode.test.ts -- not added, since this unit's verdict is none/no-behavior-change and it is not a task "what matters here" item; noted for awareness only).
ai/utils/typebox_helpers	none	oracle crates/ai/src/utils/typebox_helpers.rs doc: "1:1 stub ... Q3:A -- JSON Schema literals are the contract". Provides string()/boolean()/number()/object() generic JSON-schema-shape constructors, confirmed entirely unreachable dead code within oracle itself (grep for "typebox_helpers::" across crates/: zero call sites outside the file). Base's typebox-helpers.ts serves a completely different, real, actively-used purpose: StringEnum(), a helper specifically for constructing string-enum schemas compatible with providers (Google) that reject anyOf/const patterns -- confirmed live via 7 real usage sites (packages/coding-agent/examples/extensions/{subagent,tic-tac-toe,todo}, docs/extensions.md, packages/ai/README.md, test/stream.test.ts, test/interleaved-thinking.test.ts). RULEBOOK §1 explicitly names "utils/typebox-helpers.ts" as the sanctioned typebox convention for this package. Since oracle's generic constructors are dead code on both sides of the comparison (unused in oracle, no base equivalent needed since TS's real typebox schema construction happens directly via Type.Object()/Type.String() at each tool-definition call site, not through a generic wrapper), there is no reachable behavior to overlay. Verdict: none. Code: none changed. no-rust-tests (oracle has no #[cfg(test)] in typebox_helpers.rs; base also has no typebox-helpers.test.ts currently -- not added, not a task "what matters here" item, StringEnum's behavior is already exercised indirectly via stream.test.ts/interleaved-thinking.test.ts).
ai/utils/validation	none	oracle crates/ai/src/utils/validation.rs doc: "TODO: 1:1 port ... Validation is a thin wrapper over `jsonschema` (TBD) once we add the dep." validate() is a literal no-op stub: `ValidationResult { valid: true, errors: vec![] }` regardless of input -- own comment: "Currently a stub that accepts everything". Confirmed unreachable even within oracle (grep: only the lib.rs re-export, zero internal call sites) and has no tests. Base's validation.ts is a fully-functional, sophisticated tool-argument validator: real typebox Compile()-based schema validation with a WeakMap validator cache, deep JSON-Schema-driven type coercion for loosely-typed LLM tool-call arguments (coerceWithJsonSchema handling allOf/anyOf/oneOf/object-properties/array-items recursively, coercePrimitiveByType for string<->number<->boolean<->null conversions), formatted validation-error-path messages, and throws descriptive errors on failure. This is a "TODO: 1:1 port" placeholder representing entirely-unstarted catch-up work (own doc literally says the real dependency is "TBD"), not a deliberate behavior simplification -- per the amazon_bedrock/faux/validation-stub precedent established elsewhere in this ledger, kept base's fully-functional implementation untouched. Code: none changed. no-rust-tests (oracle has no #[cfg(test)] in validation.rs); base's existing packages/ai/test/validation.test.ts already covers its real behavior.
ai/providers/openai_responses	applied	phase 5, pilot A: usage B1 and B3a reproduced bug for bug; compat requiresReasoningContentOnAssistantMessages; the family of bare request-body shapes; sendWithRetry wired up. PROBE-PARITY GREEN, comparing S3, S4 and S5 across every shape in depth. Details in migration/reviews/pilot-a/findings.md
ai/utils/retry	applied	phase 5, pilot A: ported to packages/ai/src/utils/retry.ts (placement decided under §1). The retryable set is 408, 409, 425, 429 and 5xx, where 409 is an adaptation for DS4. Backoff with jitter and an AbortSignal; the base had no retry at all
ai/vertex_provider	applied	oracle vertex_provider.rs's own VertexCreds/invoke() are dead code (grep across crates/ai and crates/coding-agent: `vertex_provider::`/`VertexCreds` referenced from nowhere but lib.rs's bare `pub mod vertex_provider;` and the file's own #[cfg(test)]) — the LIVE registered google-vertex provider is providers/google_vertex.rs (register_builtins.rs:61-63), which has its OWN, textually different env scheme (GOOGLE_VERTEX_PROJECT/GOOGLE_VERTEX_LOCATION/GOOGLE_VERTEX_ACCESS_TOKEN, doc-commented "TODO: Full ADC ... For now"). Per orchestrator-confirmed manifest rationale (and re-verified this session by reading both files) base's actual google-vertex.ts env resolution (GOOGLE_CLOUD_PROJECT/GCLOUD_PROJECT/GOOGLE_CLOUD_LOCATION) is intentionally aligned with vertex_provider.rs's scheme instead, treating it as the authoritative spec for this behavior slice despite the dead-code status. Confirmed-matching (no action): project resolution (GOOGLE_CLOUD_PROJECT -> GCLOUD_PROJECT, throws if both absent -- oracle's from_env() has no default either, returns None). APPLIED divergences: (1) resolveLocation (google-vertex.ts) previously threw when GOOGLE_CLOUD_LOCATION was unset; oracle defaults to "us-central1" (vertex_provider.rs:35-36) -- changed to a default, verified no existing test relied on the throw (grepped test/*.ts for "requires a location"). (2) Token resolution: base had NO env-var-driven bearer/apiKey mechanism at all beyond its own pi-only options.apiKey/GOOGLE_CLOUD_API_KEY -- added a resolveVertexAuth() chain implementing oracle's from_env() priority verbatim: GOOGLE_OAUTH_TOKEN (bearer, vertex_provider.rs:37-39) beats GOOGLE_API_KEY (Vertex `?key=` param, vertex_provider.rs:40-42) beats vertex-adc.ts's JWT exchange (see ai/vertex_adc entry) beats the @google/genai SDK's own blackbox ADC (existing fallback, unchanged). options.apiKey/GOOGLE_CLOUD_API_KEY (pi-only, no oracle counterpart) deliberately kept as the top-priority override ahead of this whole chain -- zero regression to the 8 existing google-vertex-api-key-resolution.test.ts cases (all still green). GOOGLE_API_KEY was deliberately layered in as a SEPARATE, lower-priority tier alongside (not merged into) the existing GOOGLE_CLOUD_API_KEY check, since collapsing them would have reordered an already-tested pi-only path; both ultimately reach the same createClientWithApiKey code path. Code: packages/ai/src/providers/google-vertex.ts (resolveLocation, new resolveVertexAuth, client-construction call site made async). Tests: packages/ai/test/google-vertex-token-resolution.test.ts (new, 9 cases covering the full priority chain, the ADC-failure-surfaces-not-swallowed rule, the us-central1 default, and the unchanged missing-project throw) + google-vertex-api-key-resolution.test.ts/google-vertex-oracle-parity.test.ts extended with env-var save/restore for the 3 new vars (hermetic safety) -- all pre-existing cases in both files still green.
ai/vertex_adc	applied	port, pie-only (closes c4pt0r/pie#14's Vertex ADC gap). Both vertex_adc.rs and its only caller-in-spirit (vertex_provider.rs) are dead code in oracle (never wired to any live provider or to each other) -- no oracle CALLER example exists to mirror integration/caching/error-propagation policy against, so those calls were made using the module's own documented contract (see below) rather than an oracle site. Ported 1:1: ServiceAccount/AccessToken shapes, JWT header {alg:"RS256",typ:"JWT"} + claims {iss,scope,aud,iat,exp=iat+3600} (default scope "https://www.googleapis.com/auth/cloud-platform"), RS256 signing, form-encoded grant_type=urn:ietf:params:oauth:grant-type:jwt-bearer POST to token_uri (default "https://oauth2.googleapis.com/token", 15s timeout matching oracle's reqwest::Client::builder().timeout(15s)), thiserror::Error 4-variant AdcError -> single VertexAdcError class + `code` field (io/parse/sign/exchange, per RULEBOOK §2.4). JWT signing uses node:crypto's createSign("RSA-SHA256") only -- no google-auth-library, no jsonwebtoken package, per explicit instruction. Wired into google-vertex.ts's resolveVertexAuth() (see ai/vertex_provider entry) as the third tier: only attempted when GOOGLE_APPLICATION_CREDENTIALS is explicitly set (a failure then throws/surfaces as a stream error rather than being silently swallowed into the SDK-ADC fallback -- deliberate design choice since the user explicitly pointed at a credentials file); when unset, falls through silently to the @google/genai SDK's own blackbox ADC (ai/env-api-keys.ts's existing hasVertexAdcCredentials(), a DIFFERENT file/unit not touched here, only checks file *existence* for a UI "configured" diagnostic -- it never reads/exchanges the file, confirming this really was an unclosed gap). PERF(port) noted in-file: fetchVertexAccessToken() re-exchanges a fresh token on every call (oracle's own doc: "Caller is responsible for caching ... this module is a one-shot exchange" -- no oracle caller to mirror a cache policy against); a per-process cache keyed off the credentials path would avoid hitting Google's token endpoint on every streamed request, left as a follow-up rather than inventing an untested caching design. Placement: packages/ai/src/utils/vertex-adc.ts, NOT the manifest's literal packages/ai/src/vertex-adc.ts path -- per this batch's task instructions ("local to the leaf package, matching the §2.2 leaf-package exception"), mirroring the retry.ts §1/§4/manifest-conflict precedent (2026-08-03 deviation log entry); FLAG for orchestrator: manifest.tsv line for ai/vertex_adc still shows the old out_path and should be corrected at the phase boundary to avoid the same ambiguity retry.ts hit. Both oracle #[cfg(test)]s ported (build_jwt_emits_three_dot_separated_parts, load_service_account_parses_minimal_json — using a locally node:crypto-generated RSA test keypair instead of oracle's pinned PEM blob, since TS has no reason to hand-maintain a static key). Tests: packages/ai/test/vertex-adc.test.ts (14 cases: load/build/fetch success + io/parse/sign/exchange error-code coverage) + packages/ai/test/google-vertex-token-resolution.test.ts (wiring-level coverage, shared with ai/vertex_provider).
