fn_name	evidence_kind	evidence	anchor
agent/src/agent.rs::active_token@166	not-portable	Structural difference: upstream exposes `active_token()` to reach the current CancellationToken. Here packages/agent/src/agent.ts uses an AbortController and does not expose the signal on the public surface — abort() is the only entry point — so there is no corresponding token accessor.	
agent/src/agent.rs::prompt_many@176	not-portable	Structural difference: upstream's prompt_many takes several messages. Here prompt() in packages/agent/src/agent.ts handles one and many alike through normalizePromptInput, with no separate many variant.	
agent/src/harness/agent_harness.rs::enqueue_steering@1580	not-portable	Structural difference: upstream also carries an enqueue_steering on the harness. Here packages/agent/src/harness/agent-harness.ts delegates the steering queue to Agent (steer() in agent.ts); the harness keeps only getSteeringMode and setSteeringMode and does not hold a second queue.	
agent/src/harness/agent_harness.rs::replace_prompt_templates@1555	not-portable	Structural difference: upstream has a standalone replace_prompt_templates. Here packages/agent/src/harness/agent-harness.ts leaves prompt templates to resourceLoader (updateFromPaths), and the harness has no replacement entry point.	
agent/src/harness/session/session.rs::type_str@160	not-portable	Structural difference: upstream uses `type_str()` to turn an entry type into a string. Here the entry type in packages/agent/src/harness/session/session.ts is itself a literal union, and appendTypedEntry uses that string directly, so no conversion function is needed.	
agent/src/harness/utils/shell_output.rs::truncate_shell_output@5	not-portable	Structural difference: upstream has a standalone function. Here packages/agent/src/harness/utils/shell-output.ts inlines the handling into executeShellWithCapture, through the limit fields on ShellCaptureOptions, with no separately exported entry point.	
agent/src/types.rs::as_llm@145	not-portable	Structural difference: upstream uses `as_llm()` to turn an AgentMessage into an LLM Message. Here packages/agent/src/types.ts leaves it to the convertToLlm hook, whose default implementation defaultConvertToLlm sits at agent.ts:33 and is module-private, so the type carries no as_llm method.	
agent/src/types.rs::to_pie_ai@84	not-portable	Structural difference: upstream uses `to_pie_ai()` to convert types across crates. Here packages/agent/src/types.ts shares one set of type definitions with @pie/ai through a direct import, so no conversion function is needed.	
agent/src/harness/compaction/branch_summarization.rs::summarize_branch@23	not-portable	Structural difference: upstream's summarize_branch is a single entry point. Here packages/agent/src/harness/compaction/branch-summarization.ts splits it into three steps — collectEntriesForBranchSummary, prepareBranchEntries and generateBranchSummary — with no combined entry point.	
ai/src/cli.rs::main_entry@6	not-portable	Structural difference: upstream's ai crate has a CLI entry point of its own. Here packages/ai is a pure library and the CLI lives only in packages/coding-agent/src/main.ts, so the ai package has no main entry to test.	
ai/src/providers/faux.rs::set_faux_responses@26	not-portable	Structural difference: upstream sets faux responses through a free function. Here packages/ai/src/providers/faux.ts carries it on an instance method of FauxProviderRegistration (registration.setResponses), with no module-level setFauxResponses.	
ai/src/providers/faux.rs::clear_faux_responses@38	not-portable	Structural difference: as above — clearing in packages/ai/src/providers/faux.ts is an instance method of FauxProviderRegistration, not a module-level free function.	
ai/src/utils/abort.rs::send_or_abort@21	not-portable	Structural difference: upstream writes a `*_or_abort` wrapper for each kind of IO. Here packages/ai/src/utils/abort.ts passes the AbortSignal straight to fetch and to readers, which the web standard supports natively, so no wrapper is needed.	
ai/src/utils/abort.rs::drain_bytes_or_abort@60	not-portable	Structural difference: as above — packages/ai/src/utils/abort.ts relies on ReadableStream's own signal handling, with no drainBytesOrAbort wrapper.	
ai/src/utils/abort.rs::response_text_or_abort@78	not-portable	Structural difference: as above — `response.text()` rejects natively when the AbortSignal fires, so packages/ai/src/utils/abort.ts needs no wrapper.	
ai/src/utils/abort.rs::next_or_abort@93	not-portable	Structural difference: as above — aborting an async iterator is carried by signal propagation in packages/ai/src/utils/abort.ts, with no nextOrAbort wrapper.	
ai/src/utils/retry.rs::is_aborted@34	not-portable	Structural difference: upstream uses an `is_aborted()` predicate on the RetryError enum. Here packages/ai/src/utils/retry.ts decides with an instanceof check against AbortError, alongside the two named predicates isRetryableStatus and isRetryableTransportError, and has no isAborted.	
coding-agent/src/agent_session.rs::forward_to_listener@239	not-portable	Structural difference: upstream has a named forward_to_listener. Here packages/coding-agent/src/core/agent-session.ts uses the AgentSessionEventListener interface with a direct for-of dispatch, and no standalone forwarding function.	
coding-agent/src/session/mod.rs::open_repo@20	not-portable	Structural difference: the probe reports no file — there is no packages/coding-agent/src/session/index.ts here. Opening a session repository is carried by SessionRepo.open under packages/agent/src/harness/session/ (evidence in repo.test.ts), with no extra wrapper on the coding-agent side.	
coding-agent/src/skills.rs::skills_dirs@18	not-portable	Structural difference: upstream lists directories through skills_dirs(). Here packages/coding-agent/src/core/skills.ts has loadSourcedSkills scan by source and return Skill[] directly, with no function that returns a directory list on its own.	
agent/src/harness/agent_harness.rs::abort@1570	existing-test	packages/agent/test/harness/agent-harness.test.ts:277	expect(abortedSignal?.aborted).toBe(true);
agent/src/harness/agent_harness.rs::cost@1046	existing-test	packages/agent/test/harness/agent-harness.test.ts:675	expect(harness.cost().tokens.cost.total).toBe(10);
agent/src/harness/agent_harness.rs::notification_status_snapshot@1393	existing-test	packages/agent/test/harness/agent-harness.test.ts:1210	expect(harness.notificationStatusSnapshot().running).toHaveLengt
agent/src/harness/agent_harness.rs::register_notification_hook@1460	existing-test	packages/coding-agent/test/ported/dynamic-trigger-e2e.test.ts:618	expect(
agent/src/harness/agent_harness.rs::reset_cost@1051	existing-test	packages/agent/test/harness/agent-harness.test.ts:697	expect(harness.cost().tokens.cost.total).toBe(0);
agent/src/harness/agent_harness.rs::session@1497	not-portable	Structural difference: upstream's `session()` is a public accessor returning &Session. Here packages/agent/src/harness/agent-harness.ts:892 declares it `private session: Session` and **exposes no accessor** — the outside can only observe its contents indirectly through rehydrateFromSession(), so there is no accessor to assert against.	
agent/src/harness/agent_harness.rs::system_prompt@1511	existing-test	packages/agent/test/ported/harness-e2e.test.ts:279	expect(prompt.startsWith("Base.")).toBe(true);
agent/src/harness/agent_harness.rs::abort_trigger@1420	existing-test	packages/agent/test/harness/agent-harness.test.ts:1215	expect(failedEvent).toMatchObject({ type: "trigger_failed", trac
agent/src/harness/agent_harness.rs::handle_trigger@1117	existing-test	packages/agent/test/harness/agent-harness.test.ts:871	expect(outcome).toEqual({ type: "accept" });
agent/src/harness/compaction/compaction.rs::get_last_assistant_usage@89	existing-test	packages/agent/test/harness/compaction.test.ts:352	expect(
agent/src/harness/compaction/compaction.rs::prepare_compaction@605	existing-test	packages/agent/test/harness/compaction.test.ts:915	expect(await compact(preparation, historyModel, "test-key")).toM
agent/src/harness/compaction/compaction.rs::serialize_conversation@286	existing-test	packages/agent/test/harness/compaction.test.ts:511	expect(result).toBe(`TOOL_RESULT[read]:\n${longContent}\n\n`);
agent/src/harness/compaction/compaction.rs::calculate_context_tokens@60	existing-test	packages/agent/test/harness/compaction.test.ts:157	expect(calculateContextTokens(createMockUsage(1000, 500, 200, 10
agent/src/harness/compaction/compaction.rs::find_turn_start_index@216	existing-test	packages/agent/test/harness/compaction.test.ts:221	expect(findTurnStartIndex([thinking, branchSummary], 1, 0)).toBe
agent/src/harness/cost.rs::as_listener@78	existing-test	packages/agent/test/harness/cost.test.ts:75	expect(model.cost).toEqual({ input: 3, output: 15, cacheRead: 0.
agent/src/harness/cost.rs::full_breakdown@108	existing-test	packages/agent/test/harness/cost.test.ts:197	expect(breakdown).toBe(
agent/src/harness/cost.rs::one_line_summary@96	existing-test	packages/agent/test/harness/cost.test.ts:179	expect(summary).toBe("tokens: in=200 out=100 cached=30 total=330
agent/src/harness/permission.rs::as_before_tool_call@155	existing-test	packages/agent/test/harness/permission.test.ts:149	expect(result).toEqual({});
agent/src/harness/permission.rs::evaluate_with_category@110	existing-test	packages/agent/test/harness/permission.test.ts:21	expect(decision.type, `false positive on ${JSON.stringify(cmd)}:
agent/src/harness/agent_harness.rs::default_for@481	existing-test	packages/coding-agent/test/ported/dynamic-tool.test.ts:410	expect(action.prompt).toBe("mcp:gh fired: pushed");
agent/src/harness/prompt_templates.rs::list@27	existing-test	packages/agent/test/harness/prompt-templates.test.ts:168	expect(registry.list()).toEqual([a, b]);
agent/src/harness/prompt_templates.rs::load_templates@74	existing-test	packages/agent/test/harness/prompt-templates.test.ts:25	expect(diagnostics).toEqual([]);
agent/src/harness/session/jsonl_storage.rs::metadata@93	existing-test	packages/agent/test/harness/storage.test.ts:14	expect(await storage.getMetadata()).toEqual(metadata);
agent/src/harness/session/jsonl_storage.rs::path@89	existing-test	packages/agent/test/harness/storage.test.ts:83	await expect(storage.getPathToRoot("a")).rejects.toThrow("cycle 
agent/src/harness/session/memory_repo.rs::list@35	existing-test	packages/agent/test/harness/repo.test.ts:18	expect((await repo.list()).map((info) => info.id)).toEqual(["ses
agent/src/harness/session/session.rs::build_session_context@259	existing-test	packages/agent/test/harness/session.test.ts:22	expect(context.messages.map((message) => message.role)).toEqual(
agent/src/harness/skills.rs::load_skills@45	existing-test	packages/agent/test/harness/skills.test.ts:26	expect(diagnostics).toEqual([]);
agent/src/harness/skills.rs::load_sourced_skills@88	existing-test	packages/agent/test/harness/skills.test.ts:67	expect(diagnostics).toEqual([]);
agent/src/harness/agent_harness.rs::replace_skills@1517	existing-test	packages/agent/test/ported/harness-e2e.test.ts:2581	expect(result.skills).toHaveLength(2);
agent/src/harness/agent_harness.rs::subscribe_harness@1059	existing-test	packages/coding-agent/test/ported/dynamic-trigger-e2e.test.ts:394	expect(await waitForCompleted(events, "trace-dynamic-e2e"), "dyn
agent/src/harness/agent_harness.rs::enqueue_follow_up@1584	not-portable	Structural difference: upstream's harness forwards enqueue_follow_up to the inner Agent. Here the harness at packages/agent/src/harness/agent-harness.ts:907 **holds followUpQueue itself**, privately, and drains it only inside the getFollowUpMessages callback at :1238, with no public enqueue method. The Agent-level followUp is a different function (agent.rs::enqueue_follow_up, already decided in batch C).	
agent/src/harness/agent_harness.rs::skills@1501	existing-test	packages/coding-agent/test/resource-loader.test.ts:36	expect(loader.getSkills().skills).toEqual([]);
agent/src/harness/compaction/compaction.rs::estimate_text_tokens@102	new-test	packages/agent/test/ported/batch-f.test.ts:22	expect(cjk).toBeGreaterThan(ascii);
agent/src/harness/compaction/compaction.rs::estimate_tokens@116	new-test	packages/agent/test/ported/batch-f.test.ts:34	expect(estimateTokens(msg)).toBe(estimateTextTokens("hello world
agent/src/harness/messages.rs::custom@24	new-test	packages/agent/test/ported/batch-f.test.ts:54	expect(m.customType).toBe("note");
agent/src/harness/agent_harness.rs::agent@1099	not-portable	Structural difference: upstream's `agent()` returns the inner Agent instance. Here packages/agent/src/harness/agent-harness.ts holds Agent as a private field and does not expose it; the outside can only drive it indirectly through the harness's methods.	
agent/src/harness/agent_harness.rs::subscribe@1588	not-portable	Structural difference: upstream's harness has two subscription entry points, subscribe and subscribe_harness. Here packages/agent/src/harness/agent-harness.ts keeps only subscribeHarness, for HarnessEvent; Agent-level events go through subscribe in agent.ts, and the harness does not forward them a second time.	
agent/src/harness/agent_harness.rs::as_audit_str@307	not-portable	Structural difference: upstream uses `as_audit_str()` to turn a control-plane enum into an audit string. The corresponding type in packages/agent/src/harness/agent-harness.ts is a literal union where the string is the value itself; capControlPlaneAuditLabel only shortens, it does not convert.	
agent/src/harness/agent_harness.rs::as_audit_str@610	not-portable	Structural difference: as with as_audit_str@307 — packages/agent/src/harness/agent-harness.ts expresses the same set as a literal union, so no enum-to-string conversion function is needed.	
agent/src/harness/agent_harness.rs::as_audit_str@713	not-portable	Structural difference: as with as_audit_str@307 — this is the method of the same name on a third impl block, which is exactly why the roster keys carry upstream line numbers. packages/agent/src/harness/agent-harness.ts expresses the same set as a literal union, where the string is the value itself.	
agent/src/harness/agent_harness.rs::abort_all_triggers@1429	not-portable	Structural difference: upstream has a bulk abort_all_triggers entry point. Here abortAllTriggers in packages/agent/src/harness/agent-harness.ts loops over abortTrigger, which already has evidence at agent-harness.test.ts:1214, so the bulk version has no observable consequence of its own to assert.	
agent/src/harness/agent_harness.rs::templates@1507	not-portable	Structural difference: upstream's `templates()` returns the prompt template list. Here packages/agent/src/harness/agent-harness.ts leaves it to resourceLoader.getPromptTemplates(), with evidence for registry.list() at prompt-templates.test.ts:168, and the harness has no forwarding method.	
agent/src/harness/agent_harness.rs::new@873	not-portable	Structural difference: upstream has two `new` constructors (@873 and @995, in different impl blocks). Here AgentHarness in packages/agent/src/harness/agent-harness.ts has a single constructor taking an options object, merging both Rust variants into one.	
agent/src/harness/agent_harness.rs::new@995	not-portable	Structural difference: as with new@873 — packages/agent/src/harness/agent-harness.ts merges upstream's two constructor variants into a single constructor(options).	
agent/src/harness/messages.rs::branch_summary@16	not-portable	Structural difference: upstream's `branch_summary()` builds the branch summary message. Here packages/agent/src/harness/messages.ts assembles it from the two constants BRANCH_SUMMARY_PREFIX and BRANCH_SUMMARY_SUFFIX — BranchSummaryMessage is an interface, not a constructor — so there is no named builder.	
agent/src/harness/messages.rs::compaction_summary@8	not-portable	Structural difference: as with branch_summary — packages/agent/src/harness/messages.ts assembles the compaction summary from constant prefix and suffix, without a named constructor.	
agent/src/harness/permission.rs::new@83	not-portable	Structural difference: upstream has PermissionEvaluator::new. Here packages/agent/src/harness/permission.ts exports the free functions evaluate and evaluateWithCategory, which are stateless, so there is no object to construct.	
agent/src/harness/prompt_templates.rs::get@31	not-portable	Structural difference: upstream's registry has `get(name)`. Here the registry in packages/agent/src/harness/prompt-templates.ts exposes only list(), and lookup by name is a find at the call site (prompt-templates.test.ts:168 covers what list returns).	
agent/src/harness/session/jsonl_repo.rs::new@20	not-portable	Structural difference: upstream has JsonlSessionRepo::new. Here packages/agent/src/harness/session/jsonl-repo.ts uses the factory createJsonlSessionRepo, with no class constructor to call directly.	
agent/src/harness/session/jsonl_repo.rs::root@24	not-portable	Structural difference: upstream's `root()` returns the session root directory. Here packages/agent/src/harness/session/jsonl-repo.ts captures the root as a closure variable and exposes no accessor; path correctness is held indirectly by getPathToRoot at storage.test.ts:83.	
agent/src/harness/session/memory_repo.rs::new@17	not-portable	Structural difference: upstream has InMemorySessionRepo::new. Here the constructor in packages/agent/src/harness/session/memory-repo.ts takes no arguments and has no behavior of its own; list() already has evidence (repo.test.ts:18).	
agent/src/harness/session/memory_repo.rs::count@31	not-portable	Structural difference: upstream has `count()`. Here packages/agent/src/harness/session/memory-repo.ts has none, and call sites use (await list()).length — the count comes from the same source as list, so asserting it separately would be a tautology.	
agent/src/harness/session/memory_storage.rs::new@26	not-portable	Structural difference: upstream has InMemorySessionStorage::new. Here the constructor at packages/agent/src/harness/session/memory-storage.ts:34 takes metadata directly, merging with_metadata into it, and has no argument-free variant.	
agent/src/harness/session/repo_utils.rs::to_session@19	not-portable	Structural difference: upstream's `to_session()` turns a repo record into a Session. Here createSessionId in packages/agent/src/harness/session/repo-utils.ts only produces an id, and the Session object is built directly by SessionRepo.open, with no separate conversion function.	
agent/src/harness/session/session.rs::new@367	not-portable	Structural difference: upstream has Session::new. Here the Session in packages/agent/src/harness/session/session.ts is returned by SessionRepo.open (evidence at repo.test.ts:17), and the constructor is not on the public surface.	
agent/src/harness/session/session.rs::storage@371	not-portable	Structural difference: upstream's `storage()` returns the underlying storage. Here packages/agent/src/harness/session/session.ts keeps storage as a private field with no accessor; storage behavior is tested against the underlying implementation directly in storage.test.ts.	
agent/src/harness/session/session.rs::id@130	not-portable	Structural difference: upstream's `id()` is an accessor on the entry enum, matching each variant to pull out its id. Here the entry in packages/agent/src/harness/session/session.ts is a union of object literals where `entry.id` is readable directly, so no accessor function is needed.	
agent/src/harness/session/session.rs::parent_id@145	not-portable	Structural difference: as with id@130 — the entry in packages/agent/src/harness/session/session.ts carries a parentId field directly (filled at session.ts:140 from storage.getLeafId()), with no enum accessor method.	
coding-agent/src/debug.rs::wrap_stream_fn@21	existing-test	packages/coding-agent/test/debug.test.ts:385	expect(updates.every((u) => u.kind === "plain" && u.level === "s
coding-agent/src/hooks.rs::harness_listener@304	existing-test	packages/coding-agent/test/ported/hooks-e2e.test.ts:222	expect(separator, "request must contain a body separator").toBeG
coding-agent/src/logging.rs::logs_dir@90	existing-test	packages/coding-agent/test/logging.test.ts:99	expect(logsDir()).toBe(join(base, "logs"));
coding-agent/src/lsp.rs::await_diagnostics@206	existing-test	packages/coding-agent/test/lsp.test.ts:324	expect(initResult).toEqual({ capabilities: {} });
coding-agent/src/lsp.rs::diagnostics_for@196	existing-test	packages/coding-agent/test/lsp.test.ts:343	expect(client.diagnosticsFor(uri)).toEqual(pushed?.diagnostics);
coding-agent/src/lsp.rs::shutdown@214	existing-test	packages/coding-agent/test/lsp.test.ts:494	expect(exitBody).toBeDefined();
coding-agent/src/lsp_supervisor.rs::as_after_tool_call@163	existing-test	packages/coding-agent/test/lsp-supervisor.test.ts:515	expect(result).toBeUndefined();
coding-agent/src/lsp_supervisor.rs::is_empty@106	existing-test	packages/coding-agent/test/lsp-supervisor.test.ts:212	expect(supervisor.isEmpty()).toBe(true);
coding-agent/src/lsp_supervisor.rs::language_count@110	existing-test	packages/coding-agent/test/lsp-supervisor.test.ts:213	expect(supervisor.languageCount()).toBe(0);
coding-agent/src/mcp_loader.rs::load_all@100	existing-test	packages/coding-agent/test/mcp-loader.test.ts:378	expect(result.clientCount).toBe(0);
coding-agent/src/oauth.rs::redirect_uri@57	existing-test	packages/ai/test/anthropic-oauth.test.ts:71	expect(credentials.access).toBe("access-token");
coding-agent/src/otlp.rs::with_service_name@78	existing-test	packages/coding-agent/test/otlp.test.ts:246	expect(body(calls[0]).resourceSpans[0].resource.attributes[0]).t
coding-agent/src/skills.rs::load_all@33	existing-test	packages/agent/test/harness/skills.test.ts:27	expect(skills).toEqual([
coding-agent/src/templates.rs::load_all@16	existing-test	packages/agent/test/ported/templates-loader.test.ts:37	expect(userLoad.diagnostics, JSON.stringify(userLoad.diagnostics
coding-agent/src/tools/memory.rs::load_memory_block@257	existing-test	packages/coding-agent/test/memory-tool.test.ts:228	expect(block).toContain("<memory>");
coding-agent/src/tools/mod.rs::default_tools@31	existing-test	packages/coding-agent/test/tools-index.test.ts:26	expect(tools.map((t) => t.name)).toEqual([
coding-agent/src/tools/mod.rs::install_skill_tool@91	existing-test	packages/coding-agent/test/install-skill.test.ts:55	expect(def.name).toBe("InstallSkill");
coding-agent/src/tools/mod.rs::skill_builder_tool@100	existing-test	packages/coding-agent/test/skill-builder.test.ts:52	expect(def.name).toBe("SkillBuilder");
coding-agent/src/tools/mod.rs::skill_tool@82	existing-test	packages/coding-agent/test/ported/tools-e2e.test.ts:386	expect(text).toContain('<skill name="test-skill"');
coding-agent/src/tools/mod.rs::subagent_read_only_tools@50	existing-test	packages/coding-agent/test/tools-index.test.ts:43	expect(tools.map((t) => t.name)).toEqual(["read", "ls", "grep", 
coding-agent/src/tools/mod.rs::task_tool@63	existing-test	packages/coding-agent/test/task-tool.test.ts:103	expect(def.name).toBe("task");
coding-agent/src/tools/truncate.rs::note@17	existing-test	packages/coding-agent/test/truncate.test.ts:157	expect(formatInclusiveTruncationNote(trunc)).toBe("[truncated: k
coding-agent/src/ui/feed.rs::push_user_at@187	existing-test	packages/coding-agent/test/ui/feed.test.ts:263	expect(blocks.map((b) => b.kind)).toEqual(["user", "assistant", 
coding-agent/src/ui/mod.rs::replay@294	existing-test	packages/coding-agent/test/ported/ui-app.test.ts:880	expect(rendered, "middle of long tool output should be hidden in
coding-agent/src/ui/relay.rs::push_snapshot@97	existing-test	packages/coding-agent/test/ui/relay.test.ts:310	expect(frames.length).toBe(2);
coding-agent/src/ui/relay.rs::shutdown@119	existing-test	packages/coding-agent/test/ui/relay.test.ts:296	expect(errors).toEqual([]);
coding-agent/src/ui/relay.rs::status_line@101	existing-test	packages/coding-agent/test/ui/relay.test.ts:62	expect(lines.length).toBeGreaterThan(10); // expected a QR-sized
coding-agent/src/ui/mod.rs::banner@248	not-portable	Needs a real terminal: the counterpart is packages/coding-agent/src/ui/index.ts:434, whose doc comment marks it `pie: mod.rs:248-282`. banner is only called from inside the TUI rendering loop, out of reach of a hermetic unit test; parity scenario S2 holds it by comparing upstream and TypeScript TUI output byte for byte.	
coding-agent/src/ui/mod.rs::system_line@284	not-portable	Needs a real terminal: the counterpart is systemLine at packages/coding-agent/src/ui/index.ts:450, same as banner — no test anywhere references `.systemLine(`, and parity S2 holds it.	
coding-agent/src/ui/mod.rs::error_line@288	not-portable	Needs a real terminal: the counterpart is errorLine at packages/coding-agent/src/ui/index.ts:455, same as systemLine — no test references it, and parity S2 holds it.	
coding-agent/src/tui.rs::banner@47	not-portable	Structural difference: upstream has a banner in both tui.rs and ui/mod.rs, which is exactly why the roster keys carry upstream line numbers. Here only one remains, at packages/coding-agent/src/ui/index.ts:434; packages/coding-agent/src/tui.ts does not implement a second.	
coding-agent/src/tui.rs::system_line@86	not-portable	Structural difference: upstream has a system_line in both tui.rs and ui/mod.rs. Here they are merged into the single systemLine at packages/coding-agent/src/ui/index.ts:450.	
coding-agent/src/tui.rs::error_line@93	not-portable	Structural difference: upstream has an error_line in both tui.rs and ui/mod.rs. Here they are merged into the single errorLine at packages/coding-agent/src/ui/index.ts:455.	
coding-agent/src/tui.rs::user_prompt_marker@78	not-portable	Structural difference: upstream produces the user prompt marker through user_prompt_marker. Here that marker is inlined into feed rendering — pushUser in packages/coding-agent/src/ui/feed.ts, already covered by ui/feed.test.ts:263 — and packages/coding-agent/src/tui.ts has no separate function.	
coding-agent/src/tui.rs::listener@102	not-portable	Structural difference: upstream's tui.rs provides an AgentListener. Here packages/coding-agent/src/tui.ts builds no listener of its own; events flow in through the feed update channel in packages/coding-agent/src/ui/index.ts, leaving no listener entry point to assert against.	
coding-agent/src/tui.rs::harness_listener@112	not-portable	Structural difference: as with listener@102 — packages/coding-agent/src/tui.ts provides no HarnessListener, and harness events are handled centrally by harnessListener in packages/coding-agent/src/hooks.ts (evidence at hooks-e2e.test.ts:222).	
coding-agent/src/tui.rs::new@38	not-portable	Structural difference: upstream has Tui::new. Here packages/coding-agent/src/tui.ts is produced by a factory whose construction only assigns fields, with no observable consequence of its own.	
coding-agent/src/ui/listener.rs::agent_listener@21	not-portable	Structural difference: upstream's agent_listener(tx) turns Agent events into FeedUpdates pushed onto a channel. Here packages/coding-agent/src/ui/index.ts calls the feed's push* methods directly from its event handling (ui/feed.ts), with no separate listener factory.	
coding-agent/src/ui/listener.rs::harness_listener@95	not-portable	Structural difference: as with agent_listener@21 — upstream's harness_listener(tx, debug) is handled inline by packages/coding-agent/src/ui/index.ts here, and the FeedUpdate channel layer does not exist.	
coding-agent/src/lsp_supervisor.rs::from_config@52	not-portable	Structural difference: upstream has LspSupervisor::from_config(cwd, cfg). Here packages/coding-agent/src/lsp-supervisor.ts carries it through the single entry point load(cwd), with config parsing inlined, and has no constructor taking an LspConfig.	
coding-agent/src/lsp_supervisor.rs::load@78	not-portable	Structural difference: upstream has load and from_config as two entry points; here packages/coding-agent/src/lsp-supervisor.ts merges them into one. The `supervisor.isEmpty()` asserted at lsp-supervisor.test.ts:212 is exactly the state after load, but that evidence is assigned to is_empty@106, and load itself has no observable consequence of its own.	
coding-agent/src/tools/mod.rs::new_cron_job_tool@122	not-portable	Structural difference: upstream's tools/mod.rs is a factory layer. Here packages/coding-agent/src/triggers/tool-definitions.ts produces the new_cron_job ToolDefinition directly and registers it through tools/index.ts, with no corresponding factory function.	
coding-agent/src/tools/mod.rs::list_cron_jobs_tool@128	not-portable	Structural difference: as with new_cron_job_tool — defined in packages/coding-agent/src/triggers/tool-definitions.ts, with no standalone factory function.	
coding-agent/src/tools/mod.rs::new_trigger_tool@151	not-portable	Structural difference: as above — the new_trigger ToolDefinition lives in packages/coding-agent/src/triggers/tool-definitions.ts and is registered through tools/index.ts.	
coding-agent/src/tools/mod.rs::list_triggers_tool@158	not-portable	Structural difference: as above — list_triggers is defined in packages/coding-agent/src/triggers/tool-definitions.ts, without upstream's factory layer.	
coding-agent/src/otlp.rs::new@61	not-portable	Structural difference: upstream has OtlpExporter::new. Here packages/coding-agent/src/otlp.ts configures through the chained withServiceName (evidence at otlp.test.ts:246), and the constructor itself only assigns fields.	
coding-agent/src/tools/memory.rs::new@22	not-portable	Structural difference: upstream has MemoryTool::new. Here packages/coding-agent/src/core/tools/memory.ts exports a ToolDefinition object literal, with no class to construct.	
coding-agent/src/tools/task.rs::new@49	not-portable	Structural difference: upstream has TaskTool::new. Here packages/coding-agent/src/core/tools/task.ts produces a ToolDefinition through the createTaskTool factory (evidence at task-tool.test.ts:103), with no separate constructor.	
coding-agent/src/tools/web_search.rs::with_base_url@40	not-portable	Structural difference: upstream sets the base url through a builder chain. Here packages/coding-agent/src/core/tools/web-search.ts passes it as an options field, the same shape as skillsRoot in install-skill.ts, with no chained withBaseUrl.	
coding-agent/src/hooks.rs::listener@294	not-portable	Structural difference: upstream's hooks.rs has two subscription entry points, listener and harness_listener. Here packages/coding-agent/src/hooks.ts keeps only harnessListener (evidence at hooks-e2e.test.ts:222) and does not provide a second, Agent-level listener.	
coding-agent/src/hooks.rs::load@152	not-portable	Structural difference: upstream loads hooks through a standalone function. Here packages/coding-agent/src/hooks.ts folds loading into HookRunner's construction path, with no separate load entry point (hooks.test.ts:345 covers the shape of HookPayload).	
coding-agent/src/main.rs::user_message@1262	not-portable	Structural difference: upstream's main.rs has user_message(text) to build an AgentMessage. Here packages/coding-agent/src/main.ts uses the object literal `{ role: "user", content, timestamp }` directly, matching the message shape in agent.ts, with no named constructor; no test asserts on userMessage directly.	
ai/src/image_models.rs::get_image_model@6	existing-test	packages/ai/test/image-models-list-all.test.ts:12	expect(all).toHaveLength(expected.length);
ai/src/image_models.rs::list_image_models@13	existing-test	packages/ai/test/image-models-list-all.test.ts:12	expect(all).toHaveLength(expected.length);
ai/src/models.rs::get_model@23	existing-test	packages/ai/test/abort-payload-midstream.test.ts:81	expect(model.cost.input).toBeGreaterThan(0);
ai/src/models.rs::list_apis@52	existing-test	packages/ai/test/models-catalog-surface.test.ts:23	expect(flat.length).toBe(expected.length);
ai/src/models.rs::list_models@34	existing-test	packages/ai/test/bedrock-models.test.ts:29	expect(models.length).toBeGreaterThan(0);
ai/src/providers/google_shared.rs::convert_messages@41	existing-test	packages/ai/test/google-shared-gemini3-unsigned-tool-call.test.ts:70	expect(modelTurn).toBeTruthy();
ai/src/providers/google_shared.rs::convert_tools@134	existing-test	packages/ai/test/google-shared-convert-tools.test.ts:37	expect(decl).toBeDefined();
ai/src/providers/google_shared.rs::is_thinking_part@13	existing-test	packages/ai/test/google-thinking-signature.test.ts:6	expect(isThinkingPart({ thought: true, thoughtSignature: undefin
ai/src/providers/google_shared.rs::map_stop_reason@30	existing-test	packages/ai/test/google-oracle-parity.test.ts:18	expect(mapStopReason(FinishReason.STOP)).toBe("stop");
ai/src/providers/google_shared.rs::retain_thought_signature@20	existing-test	packages/ai/test/google-thinking-signature.test.ts:25	expect(first).toBe("sig-1");
ai/src/stream.rs::complete@30	existing-test	packages/ai/test/abort.test.ts:55	expect(followUp.stopReason).toBe("stop");
ai/src/stream.rs::complete_simple@49	existing-test	packages/ai/test/interleaved-thinking.test.ts:91	expect(firstResponse.stopReason, `Error: ${firstResponse.errorMe
ai/src/stream.rs::stream@19	existing-test	packages/agent/test/agent-loop.test.ts:119	expect(messages[1].role).toBe("assistant");
ai/src/stream.rs::stream_simple@38	existing-test	packages/ai/test/api-registry-error-streams.test.ts:71	expect(handle).toBeDefined();
ai/src/utils/headers.rs::user_agent@5	existing-test	packages/coding-agent/test/pi-user-agent.test.ts:9	expect(userAgent).toBe(`pi/1.2.3 (${process.platform}; ${runtime
ai/src/utils/sanitize_unicode.rs::sanitize_surrogates@9	existing-test	packages/ai/test/ported/batch-u.test.ts:45	expect(sanitizeSurrogates("hello 😀 世界")).toBe("hello 😀 世界");
ai/src/utils/typebox_helpers.rs::string@8	existing-test	packages/ai/test/typebox-helpers-defaults.test.ts:12	expect(schema).toHaveProperty("default", "");
